COUNTRY_ALPHA,E016,E069_54,F050,F051,F053,F054,E217,E218,E220,I001,I002,E234
NIC,1,2,1,1,1,1,9,8,6,9,9,7
NIC,1,2,1,1,1,1,7,4,2,1,4,2
NIC,1,3,1,1,0,1,1,1,10,10,1,1
NIC,1,3,1,1,0,1,9,8,7,6,7,10
NIC,1,1,1,1,0,1,1,9,10,1,9,10
NIC,1,3,1,1,1,1,5,7,10,10,8,6
NIC,1,1,1,0,0,0,6,6,10,5,5,8
NIC,1,1,1,0,0,0,9,9,10,10,8,1
NIC,1,1,1,0,0,0,8,9,10,7,9,10
NIC,1,1,1,0,0,0,1,5,9,9,3,10
NIC,1,4,1,0,0,1,9,8,4,2,1,7
NIC,1,3,1,0,0,0,8,10,10,9,1,5
NIC,1,4,1,0,0,0,6,10,10,10,10,10
NIC,1,2,1,0,0,0,5,7,6,4,3,8
NIC,1,1,1,0,0,0,10,10,10,10,10,10
NIC,1,1,1,0,0,0,10,10,10,7,10,10
NIC,1,2,0,0,0,1,10,10,10,10,10,10
NIC,3,4,1,0,0,0,7,8,7,7,6,7
NIC,1,4,1,0,0,0,5,2,9,7,3,10
NIC,1,3,1,0,0,0,1,10,10,10,10,10
NIC,2,1,1,0,0,0,10,5,10,6,10,1
NIC,1,1,1,0,0,0,5,6,4,1,3,8
NIC,1,1,0,1,0,0,10,8,5,9,6,4
NIC,1,3,1,0,0,0,8,8,7,7,6,5
NIC,1,2,1,0,0,0,10,10,1,1,10,10
NIC,1,2,1,0,0,0,10,10,8,5,10,5
NIC,1,1,1,0,0,0,10,10,1,1,1,1
NIC,3,2,1,0,0,0,9,1,4,4,5,10
NIC,1,3,1,0,0,0,10,10,2,5,2,1
NIC,1,2,1,0,0,0,10,10,10,10,10,10
NIC,1,3,1,0,0,0,2,2,10,10,2,2
NIC,1,2,1,1,1,1,10,10,10,1,1,10
NIC,1,2,1,0,0,0,6,3,5,6,4,4
NIC,1,2,0,0,0,1,1,1,10,1,1,10
NIC,1,4,1,0,0,0,10,10,10,10,10,10
NIC,1,3,1,0,0,0,10,10,1,1,1,10
NIC,3,1,1,0,0,0,1,4,10,1,10,6
NIC,1,1,1,0,0,0,10,10,10,10,10,10
NIC,1,3,1,0,0,1,10,10,10,7,6,10
NIC,2,4,1,1,0,0,6,8,10,1,1,3
NIC,1,2,1,0,0,0,5,6,8,3,10,10
NIC,1,3,1,0,0,0,8,9,5,3,2,5
NIC,2,2,1,0,0,0,8,10,8,5,10,1
NIC,1,1,0,0,0,1,5,8,5,5,4,7
NIC,3,3,1,0,0,0,1,1,10,10,10,1
NIC,1,1,1,0,0,0,8,8,9,8,10,7
NIC,3,3,1,0,0,0,5,5,1,10,10,10
NIC,1,3,1,1,1,1,3,9,10,10,9,1
NIC,1,1,1,0,0,1,8,8,4,4,7,7
NIC,1,3,1,1,1,1,6,8,1,1,4,2
NIC,1,2,1,1,1,1,10,10,8,9,10,8
NIC,1,4,1,0,1,1,7,10,10,7,8,8
NIC,2,1,1,0,0,1,8,3,5,9,4,10
NIC,1,1,1,1,1,1,10,10,1,1,1,10
NIC,1,3,1,1,0,1,7,5,10,6,7,1
NIC,1,2,1,1,1,1,5,8,7,8,5,6
NIC,1,2,1,0,1,1,10,10,5,5,1,10
NIC,1,1,1,0,0,0,10,10,10,5,10,10
NIC,2,2,1,0,0,0,10,10,5,5,7,10
NIC,1,1,1,0,0,0,10,10,10,10,10,10
NIC,1,3,1,0,1,1,10,10,8,7,7,10
NIC,1,2,1,0,0,0,10,10,8,6,9,5
NIC,1,4,1,0,0,0,8,10,1,5,8,8
NIC,3,3,1,0,0,0,4,8,8,9,9,7
NIC,1,3,1,0,0,0,7,9,10,7,5,5
NIC,3,2,1,0,0,0,5,6,8,10,6,1
NIC,1,1,1,0,0,0,10,9,10,10,7,10
NIC,2,2,1,0,0,0,5,6,7,6,4,4
NIC,1,2,1,0,0,0,6,10,10,5,6,5
NIC,2,3,1,0,0,0,6,2,7,5,6,5
NIC,1,4,1,0,0,0,7,9,6,5,10,6
NIC,2,1,1,0,0,0,7,7,7,1,8,7
NIC,1,4,1,0,0,0,10,10,10,10,10,10
NIC,3,1,1,0,0,0,3,10,3,4,2,10
NIC,3,4,1,0,0,0,1,1,10,10,5,1
NIC,1,2,1,0,0,0,5,9,1,10,10,10
NIC,2,4,1,0,0,0,3,6,7,8,4,2
NIC,1,3,1,0,0,0,10,10,10,2,5,10
NIC,1,1,1,0,0,0,6,9,10,3,1,9
NIC,1,4,1,0,0,0,5,10,10,10,10,10
NIC,1,3,1,1,1,1,8,8,10,7,10,1
NIC,1,4,1,0,0,0,10,9,9,10,10,5
NIC,1,3,1,0,0,0,9,9,8,9,6,1
NIC,3,4,1,1,1,1,10,1,10,10,3,10
NIC,1,4,1,0,1,1,9,9,10,10,1,1
NIC,3,2,1,0,0,0,10,10,10,10,10,1
NIC,2,3,1,1,1,1,4,8,8,7,8,3
NIC,1,3,1,0,0,0,7,9,9,9,9,2
NIC,1,3,1,1,1,1,10,2,2,6,10,1
NIC,1,3,1,0,0,0,1,9,10,10,10,1
NIC,1,4,1,1,1,1,8,8,6,10,10,9
NIC,1,2,1,0,0,0,5,6,8,8,8,6
NIC,1,2,1,0,0,0,10,10,10,10,1,5
NIC,1,3,0,1,0,0,10,10,10,10,1,8
NIC,1,3,0,0,0,1,1,6,10,8,4,10
NIC,1,2,1,0,0,0,8,2,10,7,10,9
NIC,1,3,1,0,0,0,10,10,1,1,10,1
NIC,3,3,1,0,0,0,1,5,10,10,5,5
NIC,1,2,1,1,0,0,1,10,1,10,1,1
NIC,2,3,1,0,0,0,3,10,10,1,5,5
NIC,1,3,1,0,0,0,8,10,10,10,1,5
NIC,2,2,1,0,0,0,5,7,10,10,5,7
NIC,3,3,1,0,1,1,7,7,6,7,5,7
NIC,1,2,1,0,0,0,7,10,1,1,1,8
NIC,1,3,1,0,0,0,8,7,4,3,5,4
NIC,1,3,1,0,0,0,1,8,9,9,10,1
NIC,1,1,1,0,0,0,7,6,5,5,5,10
NIC,1,3,1,0,0,0,1,5,10,1,10,10
NIC,1,2,1,0,0,0,7,10,8,6,1,7
NIC,1,2,1,0,0,0,10,10,1,10,10,10
NIC,2,3,1,0,0,0,5,8,7,10,7,4
NIC,1,2,1,0,0,0,10,10,4,10,7,8
NIC,1,2,1,0,0,0,8,8,5,10,1,9
NIC,1,3,1,0,0,0,10,10,10,10,1,10
NIC,1,1,1,1,1,1,7,8,8,6,7,8
NIC,1,2,1,1,1,1,9,10,6,8,5,8
NIC,1,4,1,1,0,1,10,10,10,10,3,5
NIC,1,1,1,1,1,1,10,10,6,10,10,10
NIC,3,3,1,1,1,1,8,8,2,10,8,10
NIC,3,2,1,1,1,1,6,8,7,10,2,1
NIC,1,1,1,1,1,1,9,10,6,6,5,6
NIC,2,3,1,0,1,1,5,4,8,7,5,1
NIC,1,1,1,0,0,0,5,10,5,10,5,6
NIC,1,1,1,0,0,0,10,1,1,1,1,1
NIC,1,3,1,0,0,0,10,10,10,10,10,1
NIC,1,4,1,0,0,0,2,2,10,10,1,2
NIC,1,1,1,0,0,0,2,4,2,1,5,9
NIC,3,1,1,0,0,0,10,8,6,5,6,10
NIC,1,3,1,0,0,0,2,8,2,8,8,10
NIC,1,2,1,0,0,0,8,10,10,8,8,9
NIC,3,2,1,0,0,0,4,8,6,5,3,6
NIC,3,2,1,0,0,1,1,1,10,1,1,1
NIC,1,3,1,0,0,0,8,7,7,7,4,7
NIC,1,4,1,0,0,0,5,5,5,5,10,10
NIC,1,2,1,1,1,1,6,10,5,1,1,10
NIC,1,4,1,0,0,1,1,1,10,1,10,1
NIC,1,2,1,1,1,1,3,5,3,2,1,1
NIC,1,2,1,1,1,1,3,6,6,7,1,5
NIC,1,2,1,1,1,1,1,8,10,10,5,8
NIC,1,1,1,0,0,0,1,10,10,10,1,10
NIC,1,4,1,0,0,1,8,6,1,6,1,10
NIC,1,2,1,1,1,1,6,8,10,9,2,1
NIC,3,2,1,0,1,1,2,1,1,2,1,1
NIC,2,2,1,1,1,1,10,3,10,3,3,10
NIC,1,3,1,0,0,0,2,2,1,1,2,2
NIC,2,2,1,1,1,1,3,9,5,5,2,8
NIC,1,3,1,1,1,1,6,7,7,8,9,6
NIC,2,3,1,0,0,0,8,9,10,9,8,8
NIC,3,3,1,0,0,0,7,9,7,6,6,7
NIC,1,4,1,0,0,0,3,6,7,8,6,5
NIC,1,1,0,0,1,1,8,8,4,9,1,5
NIC,1,4,0,0,0,1,8,8,9,10,8,7
NIC,1,1,1,0,0,0,1,1,1,1,1,1
NIC,1,2,1,0,0,0,8,9,8,7,8,8
NIC,2,2,1,0,0,0,5,7,10,9,8,4
NIC,3,1,1,0,0,0,8,8,5,6,5,9
NIC,1,2,0,0,0,1,7,10,9,10,8,7
NIC,1,3,1,0,0,0,7,8,6,6,9,9
NIC,3,3,1,0,1,0,4,6,3,4,5,7
NIC,1,3,1,0,0,0,2,10,9,8,5,2
NIC,1,2,1,0,0,0,8,9,10,10,10,1
NIC,1,3,1,0,0,0,10,10,1,10,10,1
NIC,1,2,1,0,0,0,5,5,10,5,5,1
NIC,1,4,1,1,1,1,10,10,10,10,4,2
NIC,2,2,1,1,1,1,5,5,10,10,4,1
NIC,1,1,1,1,1,1,10,9,9,10,2,10
NIC,1,4,1,0,0,0,10,8,7,9,10,1
NIC,1,2,1,0,0,0,5,6,6,5,6,1
NIC,1,2,1,0,1,1,10,7,7,7,3,10
NIC,1,2,1,0,0,0,10,10,6,5,5,5
NIC,1,2,1,0,0,0,10,10,1,1,1,10
NIC,1,3,1,0,1,1,1,10,10,10,1,10
NIC,1,2,1,0,1,1,10,10,5,5,2,10
NIC,1,3,1,1,1,1,10,10,6,5,5,10
NIC,1,2,1,1,1,1,8,6,8,5,3,5
NIC,1,3,1,0,1,1,10,10,10,5,5,10
NIC,1,4,1,0,1,1,10,10,1,10,5,10
NIC,1,2,1,0,0,0,10,10,5,5,6,10
NIC,1,4,1,1,0,0,9,9,10,7,1,1
NIC,1,3,1,0,0,0,10,10,10,1,1,1
NIC,1,2,1,1,0,1,5,10,1,8,7,8
NIC,1,1,1,0,0,0,10,10,5,8,9,8
NIC,3,4,1,0,0,0,5,10,10,10,1,10
NIC,1,1,1,0,0,0,5,5,5,5,5,1
NIC,3,2,1,0,0,0,8,5,9,6,7,7
NIC,2,1,0,1,0,0,8,8,6,6,2,2
NIC,1,3,0,0,1,1,6,10,10,10,8,5
NIC,1,3,1,0,0,0,8,8,4,3,9,1
NIC,1,2,1,0,0,0,7,10,5,7,10,6
NIC,1,3,1,0,0,0,3,4,1,8,2,1
NIC,2,4,1,0,0,0,10,1,10,1,10,10
NIC,1,3,1,0,0,0,4,4,5,10,8,2
NIC,1,1,1,0,0,0,8,7,8,7,7,4
NIC,1,2,1,0,0,0,10,10,3,3,10,10
NIC,3,4,1,0,0,0,8,7,1,1,8,8
NIC,1,3,0,1,0,0,4,9,10,1,7,8
NIC,1,3,1,0,0,0,8,3,1,10,10,10
NIC,1,3,1,0,0,0,1,10,10,10,10,1
NIC,1,3,1,0,0,0,10,10,10,1,1,10
NIC,1,3,1,0,0,0,8,10,9,1,10,7
NIC,1,1,1,0,0,0,10,7,10,4,10,10
NIC,1,3,1,0,0,0,7,9,1,2,8,1
NIC,2,1,0,0,0,1,3,4,4,4,6,1
NIC,1,3,1,0,0,0,10,10,10,9,9,10
NIC,1,2,1,0,0,0,10,10,1,10,10,1
NIC,1,4,1,0,0,0,3,2,8,6,7,1
NIC,3,4,1,0,1,0,6,6,10,10,8,1
NIC,1,3,1,0,1,1,10,10,6,3,1,10
NIC,1,3,1,1,1,1,10,7,5,10,2,10
NIC,1,2,1,0,0,0,5,10,10,10,10,1
NIC,1,2,1,1,1,1,10,5,5,5,6,5
NIC,1,2,1,0,0,0,10,10,10,10,10,1
NIC,1,3,1,1,1,1,9,10,10,10,2,5
NIC,1,4,1,0,0,0,10,10,10,1,10,10
NIC,1,3,1,0,1,1,10,10,10,10,5,6
NIC,1,2,1,0,0,0,10,10,10,10,6,10
NIC,1,4,1,0,0,0,6,7,3,9,2,8
NIC,3,3,1,0,0,0,1,1,10,10,10,1
NIC,1,4,1,1,1,1,10,10,10,10,10,1
NIC,1,1,1,0,1,1,8,7,8,6,5,9
NIC,3,3,1,1,1,1,4,10,9,1,10,1
NIC,1,3,1,0,1,1,10,7,10,10,8,8
NIC,1,2,1,1,1,1,10,10,1,1,8,10
NIC,1,4,1,0,0,0,10,10,10,10,10,10
NIC,1,1,0,1,0,0,5,5,5,10,10,5
NIC,1,2,1,0,0,0,8,10,6,5,2,10
NIC,1,3,1,0,0,0,8,9,9,8,8,9
NIC,2,3,1,0,0,0,10,10,10,10,10,5
NIC,3,2,1,0,0,0,5,5,5,5,6,8
NIC,1,2,1,0,0,0,7,8,7,7,9,8
NIC,1,2,1,0,0,0,10,10,4,4,10,8
NIC,2,2,1,0,0,0,5,5,1,1,5,5
NIC,1,3,0,0,0,1,9,8,6,4,2,5
NIC,1,2,1,0,0,0,6,10,10,10,10,5
NIC,1,1,1,0,0,0,7,8,9,10,6,6
NIC,1,2,1,1,1,1,2,1,1,10,10,1
NIC,1,2,1,1,1,1,10,10,10,7,1,10
NIC,1,1,0,0,0,1,6,5,4,4,3,6
NIC,1,1,0,0,0,1,8,9,2,9,3,2
NIC,1,2,1,0,0,0,6,6,5,5,5,6
NIC,1,2,0,0,0,1,10,10,10,1,1,1
NIC,1,2,1,0,0,0,8,8,10,10,6,8
NIC,1,1,1,0,0,0,9,9,9,9,8,5
NIC,1,3,1,0,0,0,5,5,5,5,5,5
NIC,1,4,1,1,1,1,6,6,4,4,4,8
NIC,1,1,1,1,1,1,1,10,6,10,10,10
NIC,3,3,1,1,1,1,1,10,10,1,1,10
NIC,1,1,1,1,1,1,6,8,8,3,7,8
NIC,1,3,1,0,0,0,9,8,9,9,7,9
NIC,3,3,1,0,0,0,6,9,5,7,9,8
NIC,1,1,1,0,0,0,7,8,4,7,6,6
NIC,1,2,1,0,0,0,5,6,6,5,7,5
NIC,1,1,1,0,0,0,9,10,4,3,8,8
NIC,1,3,1,0,0,0,10,10,1,1,1,1
NIC,3,2,1,0,0,0,8,7,6,3,9,10
NIC,1,1,1,0,0,0,5,4,10,7,10,1
NIC,1,3,1,0,0,0,10,10,10,1,10,10
NIC,3,1,1,1,0,0,7,9,10,9,5,6
NIC,1,3,1,0,0,0,10,9,1,1,10,1
NIC,1,1,1,1,1,1,10,10,10,10,1,5
NIC,1,3,1,1,1,1,8,6,9,8,8,2
NIC,1,1,1,0,0,1,10,9,9,8,8,9
NIC,1,4,1,0,0,0,10,9,1,8,10,10
NIC,1,3,1,1,1,1,7,9,4,6,3,3
NIC,1,3,1,1,1,1,10,1,10,10,1,10
NIC,1,2,1,0,0,0,3,9,10,6,1,5
NIC,1,1,1,1,1,1,10,10,10,10,1,10
NIC,3,3,1,1,1,1,9,9,6,10,9,5
NIC,1,2,1,1,1,1,3,5,5,4,5,5
NIC,3,3,1,1,1,1,7,6,2,8,6,5
NIC,2,4,1,0,0,0,1,1,1,1,1,1
NIC,1,1,1,0,0,0,8,7,5,7,8,9
NIC,2,3,1,0,0,0,5,4,6,6,9,7
NIC,1,3,1,0,0,0,4,8,9,7,6,3
NIC,1,2,1,0,0,0,5,10,8,5,6,7
NIC,1,3,0,0,0,1,6,6,7,5,6,7
NIC,1,3,1,0,0,0,5,10,10,5,1,5
NIC,1,1,1,0,0,0,10,10,10,10,10,10
NIC,1,1,1,0,0,0,4,4,3,5,3,6
NIC,1,2,1,0,0,0,5,4,1,2,2,4
NIC,1,4,1,0,0,0,10,10,1,5,1,7
NIC,3,2,1,0,0,0,1,1,1,1,1,3
NIC,1,2,1,0,0,0,5,8,1,10,10,10
NIC,1,4,1,0,0,0,10,9,5,6,8,6
NIC,2,3,1,0,0,0,5,8,8,9,5,5
NIC,1,1,1,0,0,0,6,8,1,7,6,10
NIC,1,3,1,0,0,0,9,8,6,5,10,7
NIC,1,3,1,0,0,0,5,7,10,10,8,10
NIC,1,1,1,0,0,0,10,1,10,10,10,1
NIC,1,4,1,1,0,1,10,10,10,10,10,1
NIC,1,3,1,0,0,0,8,8,4,5,5,6
NIC,2,4,1,0,0,0,7,5,4,6,2,8
NIC,2,4,1,0,0,0,8,7,9,3,2,2
NIC,2,1,1,0,0,0,10,8,9,1,1,1
NIC,1,2,1,0,0,0,8,4,8,10,9,7
NIC,1,1,1,0,0,0,9,7,9,10,9,6
NIC,1,1,1,0,0,0,7,8,4,5,2,7
NIC,1,4,1,0,0,0,8,10,10,10,10,10
NIC,1,3,1,0,0,0,10,10,5,5,5,10
NIC,1,3,1,1,1,1,2,5,2,4,3,4
NIC,2,3,1,1,1,1,10,8,10,8,3,2
NIC,1,1,1,1,0,0,10,10,10,10,10,1
NIC,1,3,1,1,1,1,6,10,10,10,6,2
NIC,1,1,1,1,1,1,7,7,8,7,1,6
NIC,1,2,0,0,0,1,4,8,7,6,8,8
NIC,1,1,1,1,1,1,1,6,10,1,1,1
NIC,1,4,1,0,1,1,8,7,5,7,8,8
NIC,3,3,1,0,1,1,10,1,1,4,10,3
NIC,1,2,1,1,1,1,1,8,4,4,4,5
NIC,1,2,1,0,0,0,10,10,10,10,10,10
NIC,1,4,1,0,0,0,5,5,5,5,5,10
NIC,1,2,1,0,0,0,5,7,5,5,10,5
NIC,3,2,1,0,0,0,7,6,4,7,6,9
NIC,1,1,0,0,0,1,7,7,4,5,7,6
NIC,1,1,1,0,0,0,6,7,6,5,7,6
NIC,1,2,1,0,0,0,5,10,5,10,1,5
NIC,3,3,1,0,0,0,10,10,10,10,10,10
NIC,3,3,1,0,0,0,7,7,9,8,10,7
NIC,1,2,1,0,1,1,10,10,10,10,1,6
NIC,1,4,1,0,0,0,8,8,1,1,1,10
NIC,1,1,1,0,0,0,10,10,10,1,10,10
NIC,1,4,1,0,0,0,10,10,10,10,1,1
NIC,2,2,1,0,0,0,10,10,10,10,1,5
NIC,1,1,1,1,1,1,8,7,5,10,1,7
NIC,1,3,1,0,0,0,10,10,10,10,1,10
NIC,1,3,1,1,1,1,7,6,6,6,5,8
NIC,1,1,1,1,1,1,10,10,10,4,1,10
NIC,1,2,1,1,1,1,5,8,5,5,5,6
NIC,1,1,1,1,0,1,7,5,1,7,1,5
NIC,1,2,1,1,1,1,6,5,3,5,8,6
NIC,1,4,1,1,1,1,1,6,4,3,6,5
NIC,1,3,1,0,1,1,6,10,10,8,10,3
NIC,1,3,1,1,1,1,9,9,10,9,8,10
NIC,1,3,1,1,1,1,10,10,10,10,10,1
NIC,1,1,1,1,1,1,8,8,9,7,1,9
NIC,1,2,1,0,0,0,5,8,5,5,8,7
NIC,1,1,1,0,0,0,8,7,8,6,6,9
NIC,1,1,1,1,1,1,6,5,8,9,7,4
NIC,3,3,1,0,0,0,10,10,8,10,10,1
NIC,1,1,1,0,0,0,8,9,10,5,5,4
NIC,1,2,1,0,0,0,8,8,7,6,9,6
NIC,2,2,1,0,0,0,5,4,4,5,6,8
NIC,1,1,0,0,0,1,6,6,7,6,6,9
NIC,1,3,1,0,0,0,10,10,7,6,7,8
NIC,1,2,1,0,0,0,5,2,5,5,5,1
NIC,1,2,1,0,0,0,10,10,6,7,4,10
NIC,3,2,1,1,1,1,5,3,10,10,7,1
NIC,1,2,1,0,0,0,6,10,10,10,5,1
NIC,1,2,1,0,1,1,1,5,10,10,7,1
NIC,1,2,1,1,1,1,3,1,5,10,3,2
NIC,1,2,1,1,1,1,10,10,10,5,6,1
NIC,1,2,1,0,1,1,6,5,4,5,4,5
NIC,1,2,1,0,0,0,6,10,1,1,1,10
NIC,1,2,1,0,0,0,1,1,10,9,5,1
NIC,1,2,1,0,0,0,5,5,5,5,6,1
NIC,1,2,1,0,1,1,6,5,6,7,1,10
NIC,1,3,1,0,0,0,7,5,7,5,5,4
NIC,1,2,1,0,0,0,10,10,1,1,1,10
NIC,1,2,1,1,1,1,7,7,4,4,6,6
NIC,1,2,1,0,0,0,6,6,6,4,7,6
NIC,1,2,1,0,0,1,10,10,10,10,10,2
NIC,1,3,1,0,0,0,10,10,1,10,10,1
NIC,2,4,1,0,1,1,10,10,10,10,6,1
NIC,1,4,1,1,1,1,9,9,9,9,3,8
NIC,1,3,1,0,1,1,10,10,10,10,6,7
NIC,1,2,1,1,1,1,10,10,10,10,7,7
NIC,1,4,1,0,0,0,10,10,10,10,6,1
NIC,2,4,1,0,0,0,10,10,10,10,5,10
NIC,1,2,1,1,1,1,5,5,5,5,5,5
NIC,1,3,1,0,1,1,10,10,10,10,9,8
NIC,1,4,1,0,1,1,10,10,10,1,1,8
NIC,1,4,1,1,1,1,10,10,10,10,10,2
NIC,2,4,1,1,1,1,10,10,10,10,1,5
NIC,1,4,1,0,0,0,6,4,9,5,9,8
NIC,1,4,1,0,0,0,10,10,10,10,6,1
NIC,1,2,1,0,1,1,10,10,1,10,10,10
NIC,1,2,1,1,1,1,8,7,1,6,1,7
NIC,1,2,1,0,1,1,10,10,1,10,1,10
NIC,2,1,1,1,0,0,1,10,1,1,1,10
NIC,1,2,1,1,0,1,5,4,7,4,6,3
NIC,1,3,1,0,1,1,6,10,8,7,5,1
NIC,3,4,1,0,0,1,10,9,9,10,7,10
NIC,1,3,1,0,1,0,10,10,1,1,1,10
NIC,1,4,1,1,1,1,10,10,10,1,10,1
NIC,1,4,1,0,0,0,10,10,10,10,10,1
NIC,3,3,1,0,0,0,5,4,3,4,3,5
NIC,1,2,1,0,0,0,9,9,6,7,7,8
NIC,1,1,0,0,0,1,10,10,10,6,10,8
NIC,2,3,0,0,0,1,8,10,3,1,10,7
NIC,1,1,0,0,0,1,2,1,10,2,1,1
NIC,1,3,1,0,0,0,10,10,10,10,10,5
NIC,2,3,1,0,0,0,10,10,10,10,10,10
NIC,3,1,1,0,0,0,1,5,10,10,10,1
NIC,2,3,1,1,1,1,10,10,1,10,1,7
NIC,1,3,1,0,0,0,10,10,5,10,1,5
NIC,1,1,1,0,0,0,8,9,3,4,5,10
NIC,1,3,1,1,1,1,5,7,10,8,7,5
NIC,1,3,1,0,0,0,7,6,8,9,8,5
NIC,3,2,1,0,0,0,1,10,10,10,10,1
NIC,1,2,1,0,0,0,5,8,4,7,3,9
NIC,2,2,1,1,1,1,5,6,6,7,3,5
NIC,1,1,1,1,1,1,5,7,10,10,6,1
NIC,1,2,1,1,1,1,10,10,10,9,1,9
NIC,1,1,1,0,1,1,7,8,6,3,9,8
NIC,1,3,1,0,1,1,6,2,8,9,7,5
NIC,1,2,1,1,1,1,10,10,10,1,1,10
NIC,3,3,0,0,0,1,5,7,7,7,5,7
NIC,1,1,1,0,0,0,6,7,4,5,6,7
NIC,2,3,1,0,0,0,5,8,7,5,7,5
NIC,1,3,1,0,0,0,7,8,5,8,9,6
NIC,1,4,1,0,0,0,5,6,8,8,8,10
NIC,1,2,1,1,1,1,7,8,7,10,5,5
NIC,1,2,1,0,0,0,7,7,7,1,1,10
NIC,1,2,1,0,0,0,10,10,10,1,1,10
NIC,1,2,1,0,1,1,5,5,5,6,5,10
NIC,1,2,1,0,1,1,10,10,6,2,5,10
NIC,1,4,1,0,0,0,10,10,10,10,6,7
NIC,1,4,1,1,1,1,10,10,10,10,4,2
NIC,1,4,1,0,0,0,10,10,10,10,10,1
NIC,1,4,1,0,0,0,10,10,10,10,1,10
NIC,1,4,1,1,1,1,10,10,10,10,5,5
NIC,3,3,1,0,0,0,8,8,8,8,8,9
NIC,1,2,1,0,0,0,6,6,9,9,8,8
NIC,1,1,1,0,0,0,7,7,6,8,1,8
NIC,1,2,1,0,0,0,10,10,10,10,3,10
NIC,1,1,1,0,0,0,7,7,9,6,2,7
NIC,2,2,1,0,0,0,1,10,10,10,10,1
NIC,1,3,1,1,1,1,1,5,8,10,1,4
NIC,1,4,1,1,0,1,1,1,10,10,1,10
NIC,1,2,1,0,0,0,6,7,8,6,9,5
NIC,1,2,0,1,0,0,6,6,6,7,7,1
NIC,1,4,1,0,0,0,8,6,1,1,1,8
NIC,1,3,1,1,0,0,9,8,10,10,8,10
NIC,1,1,1,0,0,0,10,10,10,10,10,10
NIC,2,1,1,0,0,0,6,6,6,5,7,5
NIC,3,4,1,1,1,1,6,9,9,10,5,4
NIC,1,3,1,1,1,1,10,8,9,5,9,10
NIC,3,1,1,1,0,1,5,8,9,7,3,9
NIC,1,1,1,1,0,1,10,10,6,9,8,10
NIC,1,2,1,1,1,1,10,10,1,7,7,7
NIC,1,2,1,1,1,1,8,7,8,7,8,7
NIC,1,1,0,0,0,1,9,8,7,6,2,5
NIC,1,2,1,0,0,0,8,8,10,7,5,7
NIC,1,4,1,0,0,0,6,9,5,3,4,9
NIC,1,2,1,0,0,0,10,10,10,10,10,10
NIC,1,1,1,0,0,0,4,5,5,6,4,7
NIC,1,3,1,0,0,0,6,7,6,6,4,8
NIC,1,1,1,0,0,0,5,8,5,5,7,5
NIC,1,2,1,0,0,0,10,10,10,10,10,10
NIC,1,3,0,0,0,1,7,4,10,10,10,1
NIC,1,1,1,0,0,0,10,5,6,8,8,8
NIC,1,3,1,0,1,1,8,9,5,3,3,8
NIC,1,4,1,0,1,1,10,10,1,1,1,10
NIC,1,2,1,0,0,0,10,10,8,5,2,10
NIC,1,3,1,0,0,0,8,9,9,2,1,10
NIC,1,2,1,0,0,0,10,10,1,1,2,10
NIC,1,2,1,0,1,1,7,7,10,9,1,5
NIC,1,2,1,1,1,1,10,10,10,10,10,1
NIC,3,3,1,0,0,0,10,10,5,5,3,10
NIC,1,3,1,0,1,1,10,10,10,4,3,10
NIC,2,3,1,0,0,0,6,7,7,2,7,6
NIC,3,3,1,0,0,0,4,5,2,4,6,3
NIC,2,4,1,1,0,0,1,1,1,1,10,1
NIC,1,3,1,0,0,0,4,8,5,5,4,1
NIC,1,2,1,0,0,0,10,10,10,10,1,10
NIC,2,4,1,0,0,0,10,10,10,10,9,7
NIC,1,4,1,0,0,0,10,10,10,10,1,10
NIC,1,4,1,1,1,1,10,10,10,10,1,1
NIC,3,2,1,1,1,1,1,10,10,10,5,1
NIC,1,4,1,0,0,0,10,10,10,10,2,1
NIC,2,3,1,1,1,1,10,10,10,10,1,10
NIC,1,4,1,0,0,0,10,10,10,10,1,10
NIC,2,4,1,0,1,1,10,10,10,10,1,10
NIC,1,4,1,1,1,1,10,10,10,10,1,6
NIC,1,1,1,0,0,0,4,1,10,10,1,7
NIC,1,1,1,0,0,0,8,8,9,7,7,8
NIC,2,2,1,0,0,0,2,10,2,10,3,5
NIC,3,3,1,0,0,0,8,9,10,8,6,5
NIC,1,3,1,1,1,1,10,10,10,5,2,5
NIC,1,1,1,0,0,0,6,7,8,8,8,7
NIC,2,3,1,1,1,1,1,1,1,9,1,9
NIC,1,2,1,0,0,0,5,5,1,10,7,8
NIC,3,2,1,1,1,1,10,10,1,10,1,10
NIC,1,3,1,1,1,1,8,8,3,8,9,5
NIC,1,3,0,1,0,0,9,10,9,2,6,8
NIC,1,1,1,0,0,0,2,10,8,8,3,10
NIC,1,1,1,0,0,0,10,10,10,10,10,1
NIC,1,1,1,0,0,0,10,10,10,1,10,10
NIC,2,3,1,0,0,0,1,10,10,10,1,1
NIC,1,1,1,0,0,0,10,10,10,10,10,10
NIC,1,1,1,0,0,0,5,8,10,10,1,10
NIC,1,2,1,0,0,0,10,10,1,10,10,5
NIC,2,3,1,0,0,0,7,1,10,10,10,5
NIC,3,1,1,0,0,1,10,10,10,10,10,1
NIC,1,3,1,1,1,1,9,7,10,1,1,1
NIC,1,1,1,1,1,1,5,9,4,6,5,2
NIC,1,3,1,0,1,1,10,10,10,5,1,1
NIC,1,3,1,1,1,1,4,9,7,1,5,2
